Date,Open,High,Low,Close,Adj Close,Volume
2021-04-12,132.520004,132.850006,130.630005,131.240005,131.240005,91420000
2021-04-13,132.440002,134.660004,131.929993,134.429993,134.429993,91266500
2021-04-14,134.940002,135.000000,131.660004,132.029999,132.029999,87222800
2021-04-15,133.820007,135.000000,133.639999,134.500000,134.500000,89347100
2021-04-16,134.300003,134.669998,133.279999,134.160004,134.160004,84818500
